,Annual Income,Kids at Home,Teens at Home,Days as Customer,Customer Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,Deals Purchased,Web Purchases,Catalog Purchases,Store Purchases,Monthly Web Visits,Cluster
2068,31761.0,1,0,2696,96,19,1,20,16,14,28,2,3,0,4,5,1
2069,34350.0,1,0,2864,81,16,3,15,2,1,11,1,1,0,3,7,1
2070,54591.0,0,1,2939,63,376,4,94,12,9,24,3,6,2,8,5,0
2071,71866.0,0,1,2797,85,184,178,178,103,39,33,1,6,3,10,3,2
2072,25293.0,1,0,2898,51,15,0,11,0,2,9,1,1,1,2,8,1
2073,42000.0,0,0,3146,23,124,83,267,85,59,35,2,5,2,11,5,2
2074,69520.0,0,0,2968,95,627,120,414,121,80,93,1,9,6,5,5,2
2075,64713.0,1,0,2753,11,180,60,241,13,54,54,2,5,5,7,4,2
2076,27889.0,1,0,2970,42,14,0,4,0,0,8,1,1,1,2,6,1
2077,22123.0,0,0,2705,77,3,3,24,34,7,31,1,2,1,3,5,1
2080,27803.0,1,0,3283,40,8,26,46,38,9,49,2,3,0,4,8,1
2082,51651.0,0,1,3210,32,293,6,23,13,6,92,4,6,2,5,8,0
2083,68487.0,0,0,3143,48,758,12,385,33,89,89,1,9,7,13,4,2
2085,56796.0,0,1,3109,24,656,38,161,62,47,37,3,8,9,7,7,0
2086,87000.0,0,0,3172,61,196,25,607,67,17,49,1,4,6,7,2,2
2087,79823.0,0,1,2701,6,835,73,380,114,73,43,1,6,9,7,2,2
2088,30828.0,1,0,2879,16,16,11,15,2,0,12,2,1,1,4,3,1
2089,34109.0,0,1,2846,39,9,1,5,2,1,4,1,0,0,3,4,1
2090,53367.0,1,1,2913,2,229,7,140,10,3,11,7,5,1,8,7,0
2091,22390.0,0,0,2862,49,0,1,4,15,1,5,1,1,0,2,7,1
2092,71322.0,0,1,2669,31,121,24,124,24,15,42,1,4,1,7,2,0
2093,79244.0,0,0,3168,58,471,102,125,212,61,245,1,4,10,7,1,2
2094,49912.0,0,1,3271,5,520,8,223,32,49,42,4,10,5,7,8,0
2095,48699.0,1,1,3015,90,26,1,10,2,0,1,1,1,0,3,5,1
2096,80144.0,0,0,2883,47,240,132,445,250,192,108,1,3,7,8,1,2
2097,54252.0,1,1,3008,25,178,4,26,8,4,44,5,4,1,5,6,0
2098,81929.0,1,0,3249,60,1486,55,278,49,0,185,2,4,4,10,6,2
2099,76068.0,0,1,3188,67,1115,12,128,33,12,76,1,2,3,4,6,0
2100,53204.0,1,1,2712,40,29,0,8,2,0,6,1,1,0,3,4,1
2101,67911.0,0,1,2649,63,529,0,356,63,28,0,3,6,7,11,3,0
2102,14796.0,1,0,3261,1,13,3,8,7,4,16,2,1,0,3,9,1
2103,78128.0,0,1,2741,89,934,24,230,16,24,36,2,8,4,6,3,0
2104,14188.0,0,0,3097,40,2,7,11,16,12,27,1,2,0,4,6,1
2105,20425.0,1,0,3219,5,4,12,5,3,16,17,2,2,0,3,7,1
2106,58646.0,0,1,2995,3,62,1,44,6,5,22,1,2,1,4,4,1
2107,72967.0,0,1,3172,1,158,35,179,0,0,125,2,7,2,8,5,0
2108,48150.0,0,1,2997,24,173,2,39,3,2,47,3,5,1,4,7,0
2109,82332.0,0,0,3261,89,830,59,968,51,79,19,1,5,3,12,2,2
2110,58275.0,1,1,3003,48,189,10,253,56,43,64,6,8,2,7,7,0
2111,44953.0,0,0,3166,31,728,17,133,11,8,124,1,7,3,13,6,0
2112,34587.0,1,1,2655,68,7,2,9,2,0,2,2,1,0,3,4,1
2113,43018.0,0,1,2851,46,35,4,17,7,6,64,1,2,2,2,5,1
2114,45736.0,0,1,2951,92,188,3,180,20,3,43,5,7,1,6,7,0
2115,66476.0,0,1,2818,80,742,28,152,25,9,57,2,6,8,10,4,0
2116,27733.0,1,0,2918,16,0,7,5,26,2,17,2,2,0,3,7,1
2117,69805.0,0,1,2770,50,750,71,174,13,10,20,2,6,8,11,2,0
2118,72217.0,0,0,3056,93,816,42,450,55,56,154,1,3,10,8,2,2
2119,25818.0,1,0,3230,51,5,2,8,2,2,9,1,0,1,2,7,1
2120,37509.0,1,0,3266,24,37,5,56,12,8,5,2,3,0,4,7,1
2121,25176.0,1,1,2934,79,4,0,4,0,0,5,1,1,0,2,7,1
2122,43586.0,0,1,3279,26,99,2,11,4,0,16,3,3,0,4,8,1
2123,53230.0,0,1,3306,86,176,72,98,136,21,229,4,5,2,12,5,0
2124,50116.0,1,1,2620,68,54,0,10,0,0,2,2,1,0,4,5,1
2125,84906.0,0,0,2879,98,997,15,414,99,30,76,1,5,6,12,2,2
2126,61286.0,0,1,2942,34,356,0,107,19,9,117,2,7,1,8,5,0
2127,82333.0,0,0,3067,60,1311,0,359,46,89,17,1,4,3,10,2,2
2128,65220.0,0,0,3275,3,890,63,292,0,25,12,4,8,4,7,6,0
2129,33590.0,2,1,2849,65,4,0,2,0,0,2,1,1,0,2,7,1
2130,30992.0,1,0,3044,83,17,0,14,7,3,2,1,1,0,3,7,1
2131,72309.0,0,0,3086,64,960,0,883,50,38,0,1,5,6,8,3,2
2132,156924.0,0,0,2915,85,2,1,2,1,1,1,0,0,0,0,0,1
2133,16005.0,1,0,3295,69,1,3,2,20,30,47,3,2,1,2,8,1
2134,65487.0,0,0,2781,48,240,67,500,199,0,163,3,3,5,6,2,2
2135,58692.0,0,1,2695,21,301,11,61,4,7,11,1,8,2,4,7,0
2136,40590.0,1,1,2881,30,154,0,50,6,11,37,5,3,4,3,6,1
2137,20587.0,1,0,2660,39,2,3,6,4,1,9,1,1,1,2,7,1
2138,62637.0,0,1,2731,76,104,12,48,4,12,5,1,2,2,5,2,1
2139,29435.0,1,1,3303,11,70,3,37,4,2,64,4,3,2,2,9,1
2140,19346.0,1,0,2761,26,2,0,9,3,6,2,1,1,0,3,8,1
2141,35788.0,1,1,2768,34,23,2,11,3,1,4,2,2,0,3,6,1
2142,36997.0,1,1,3124,72,43,4,12,8,0,27,5,2,1,4,5,1
2143,23539.0,0,0,2732,13,4,24,11,16,1,25,1,2,0,4,6,1
2144,65333.0,0,1,2774,58,654,7,92,0,15,30,7,9,4,8,6,0
2145,78499.0,0,0,2829,12,912,72,170,47,36,97,1,11,3,4,4,2
2146,29732.0,1,0,2707,23,25,0,8,0,1,4,1,2,0,2,9,1
2147,41275.0,1,2,2708,33,24,4,22,0,2,9,4,3,1,3,5,1
2148,63516.0,1,1,2969,30,141,11,114,15,14,5,4,4,1,7,5,0
2149,42769.0,0,1,2871,15,71,0,13,3,1,0,2,1,1,4,4,1
2150,49572.0,1,1,2807,25,35,1,16,0,1,1,2,2,0,3,7,1
2151,69209.0,0,0,3261,4,496,32,849,229,48,128,2,5,3,6,4,2
2152,17148.0,1,0,2763,80,9,9,11,13,10,16,4,3,1,3,8,1
2153,40590.0,1,1,2881,30,154,0,50,6,11,37,5,3,4,3,6,1
2154,30560.0,1,0,2978,6,9,1,5,4,5,7,1,1,0,3,7,1
2155,32146.0,1,0,2659,16,26,3,23,4,7,3,2,2,0,4,6,1
2156,41713.0,1,1,2672,57,77,8,44,10,10,25,5,3,1,4,6,1
2157,34176.0,0,1,2769,9,11,2,7,4,2,2,1,1,0,3,3,1
2158,58482.0,0,1,2720,59,576,7,115,19,7,7,2,7,4,9,6,0
2159,59686.0,0,1,2766,78,89,15,89,34,42,5,1,4,1,6,4,0
2160,60896.0,0,1,3237,90,1013,30,399,60,46,153,3,9,10,4,6,0
2161,62994.0,1,0,2728,74,224,12,48,4,12,12,1,6,2,4,6,1
2162,47320.0,0,1,2943,10,200,19,111,50,15,19,6,5,1,8,6,0
2163,74859.0,0,0,3002,63,570,73,614,133,102,73,1,6,5,11,3,2
2164,15253.0,1,0,2855,13,1,3,3,8,1,13,2,1,0,3,7,1
2165,31560.0,1,0,2981,98,62,1,20,4,0,7,2,2,1,3,8,1
2166,72071.0,0,1,3111,4,531,69,300,150,138,150,3,5,4,8,2,2
2167,91172.0,0,0,3070,94,162,28,818,0,28,56,0,4,3,7,3,2
2168,90000.0,0,0,2799,91,675,144,133,94,192,241,1,4,8,5,1,2
2169,41967.0,1,1,2829,66,23,4,10,0,2,15,1,1,0,3,4,1
2170,69263.0,0,1,2727,14,492,5,32,13,5,21,1,9,1,7,6,0
2171,65706.0,0,0,2977,77,918,10,129,13,0,129,1,11,3,12,7,0
2172,60934.0,0,1,2774,41,224,155,155,192,93,54,2,6,4,11,4,2
2173,71965.0,0,1,2946,21,572,19,286,50,38,248,3,6,3,5,3,0
2174,65210.0,0,1,2722,25,626,0,70,0,7,28,2,9,3,8,6,0
2175,79174.0,0,0,3145,2,1074,37,518,193,92,129,1,5,6,7,2,2
2176,81380.0,0,0,3165,51,741,68,689,224,68,103,1,4,2,10,2,2
2177,48432.0,0,1,3230,3,322,3,50,4,3,42,5,7,1,6,8,0
2178,52914.0,0,1,3149,32,254,10,44,30,10,227,2,7,3,3,7,0
2179,38946.0,0,1,2859,84,116,6,82,6,6,41,2,3,1,6,5,1
2180,26067.0,1,0,2848,49,22,2,18,0,2,12,3,3,0,3,8,1
2181,44325.0,0,1,3090,69,516,0,21,0,0,5,4,8,2,7,8,0
2182,42523.0,0,0,2678,96,14,36,11,3,26,35,1,1,1,4,2,1
2183,26487.0,1,0,3016,23,2,8,10,12,14,23,3,2,1,3,5,1
2184,53233.0,0,1,2714,18,28,0,9,3,0,0,1,1,0,3,4,1
2185,67716.0,0,1,3146,8,530,142,217,62,9,56,4,7,4,13,5,0
2186,76234.0,0,1,2754,21,519,50,167,130,0,41,1,8,3,11,3,0
2187,84117.0,0,0,2660,60,611,76,749,59,45,26,1,7,10,6,2,2
2188,65487.0,0,0,2781,48,240,67,500,199,0,163,3,3,5,6,2,2
2189,25224.0,1,0,2716,36,4,9,12,11,2,8,2,1,1,3,3,1
2190,89616.0,0,0,3100,36,671,47,655,145,111,15,1,7,5,12,2,2
2191,40851.0,1,1,3104,63,23,1,7,0,4,24,1,1,1,2,7,1
2192,27469.0,0,0,3307,2,9,1,2,3,2,0,1,0,0,3,6,1
2193,82347.0,0,0,3211,38,556,54,845,202,133,63,1,7,7,10,3,2
2194,73803.0,0,1,3308,61,833,80,363,52,26,174,2,9,5,6,6,0
2195,8820.0,1,1,3075,52,12,0,13,4,2,4,4,3,0,3,8,1
2196,43322.0,0,0,2680,25,56,7,48,10,2,18,1,3,0,4,7,1
2197,55593.0,0,1,2923,63,293,8,124,11,4,106,2,6,6,3,6,0
2198,50501.0,1,1,2987,10,297,0,38,13,0,152,7,5,4,4,6,0
2199,37085.0,1,1,2614,65,39,1,16,2,0,3,4,3,0,3,8,1
2200,16185.0,1,0,2939,71,5,11,16,21,8,45,2,2,2,2,8,1
2201,57731.0,0,1,3194,0,266,21,300,65,8,44,4,8,8,6,6,0
2202,48432.0,0,1,3230,3,322,3,50,4,3,42,5,7,1,6,8,0
2203,73807.0,0,1,3154,88,366,124,156,71,78,54,2,5,5,11,2,2
2204,18929.0,0,0,3109,15,32,0,8,23,4,18,1,1,0,4,6,1
2205,35893.0,1,1,3233,80,158,0,23,0,0,18,6,3,1,5,8,1
2206,61014.0,0,1,3298,17,269,129,495,182,43,29,4,9,3,4,7,2
2207,32144.0,1,1,2709,76,41,0,10,0,0,3,4,2,1,3,7,1
2208,14918.0,0,1,3180,52,3,3,3,15,4,15,1,1,0,3,6,1
2209,45146.0,1,1,2960,28,33,0,5,0,0,15,2,1,1,2,4,1
2210,41769.0,0,1,3112,31,302,29,131,32,0,27,6,8,1,7,8,0
2211,88325.0,0,0,2755,42,519,71,860,93,27,53,1,6,2,9,2,2
2212,38054.0,1,1,2670,24,23,2,17,2,1,0,2,2,0,3,7,1
2213,80617.0,0,0,3236,42,594,51,631,72,55,32,1,4,6,8,2,2
2214,5305.0,0,1,2945,12,12,4,7,1,3,5,0,1,0,0,13,1
2215,36807.0,1,1,3167,88,4,2,5,0,0,5,1,1,0,2,6,1
2216,28427.0,1,0,3076,67,18,3,19,3,3,6,2,2,0,3,8,1
2217,82032.0,0,0,2696,54,332,194,377,149,125,57,0,4,6,7,1,2
2218,22775.0,1,0,2986,40,5,1,8,0,0,1,1,1,0,2,8,1
2219,40101.0,1,0,3234,73,171,3,129,26,24,62,4,6,1,6,7,1
2220,58025.0,0,1,2826,81,270,31,88,11,48,22,3,3,2,10,4,0
2221,75777.0,0,0,2971,12,712,26,538,69,13,80,1,3,6,11,1,2
2222,7500.0,1,0,3029,7,2,8,11,3,8,21,4,3,2,2,7,1
2223,33562.0,1,2,2615,33,21,12,12,0,3,3,3,2,0,4,4,1
2224,57642.0,0,1,2782,24,580,6,58,8,0,27,3,7,6,6,4,0
2225,58554.0,1,1,3252,55,368,24,68,38,0,88,6,8,2,6,7,0
2226,63777.0,1,1,3073,87,457,5,106,15,17,53,8,11,1,6,8,0
2227,57967.0,0,1,3094,39,229,7,137,4,0,91,5,4,2,8,5,0
2229,24434.0,2,0,2653,9,3,2,8,20,0,17,2,2,1,2,7,1
2230,11012.0,1,0,3081,82,24,3,26,7,1,23,3,3,1,2,9,1
2231,44802.0,0,0,3288,71,853,10,143,13,10,20,2,9,4,12,8,0
2232,26816.0,0,0,3292,50,5,1,6,3,4,3,1,0,0,3,4,1
2233,666666.0,1,0,3003,23,9,14,18,8,1,12,4,3,1,3,6,2
2234,34421.0,1,0,2974,81,3,3,7,6,2,9,1,1,0,2,7,1
2235,61223.0,0,1,2992,46,709,43,182,42,118,247,2,9,3,4,5,0
2236,64014.0,2,1,2630,56,406,0,30,0,0,8,7,8,2,5,7,0
2237,56981.0,0,0,2766,91,908,48,217,32,12,24,1,2,3,13,6,2
2238,69245.0,0,1,2767,8,428,30,214,80,30,61,2,6,5,10,3,0
2239,52869.0,1,1,3233,40,84,3,61,2,1,21,3,3,1,4,7,1
